01,博士生毕业
03,博士生结业
09,博士生肆业
11,硕士生毕业
13,硕士生结业
19,硕士生肆业
21,研班毕业
25,双学位毕业
31,本科生毕业
33,本科生结业
39,本科生肆业
41,专科生毕业
43,专科生结业
49,专科生肆业
51,中专生毕业
53,中专生结业
59,中专生肆业
61,高职毕业
63,高职结业
