01,计算机/网络/技术类
02,电子/电器/通信技术类
03,行政/后勤类
04,翻译类
05,销售类
06,客户服务类
07,市场/公关/媒介类
08,咨询/顾问类
14,技工类
09,财务/审计/统计类
10,人力资源类
11,教育/培训类
12,质量管理类
13,美术/设计/创意类
15,金融保险类
16,贸易/物流/采购/运输类
17,经营管理类
18,商业零售类
19,建筑/房地产/装饰装修/物业管理类
20,法律类
21,酒店/餐饮/旅游/服务类
22,生物/制药/化工/环保类
23,文体/影视/写作/媒体类
24,机械/仪器仪表类
25,科研类
26,工厂生产类
27,医疗卫生/美容保健类
28,电气/能源/动力类
29,其他类
